app_name,UI,gesture_x,gesture_y,bounds,classified_class,clickable,ancestors_cnt,siblings_cnt,ancestors,siblings,Hierarchy_Depth,Nesting_Level,top_spacing,bottom_spacing,left_spacing,right_spacing,total_components,descendant_count,descendant_classes
com.azubu.azubutv,2012,406.6666666666666,2158.666666666667,"[0, 245, 1440, 250]",Other,False,10,14,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']","['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",15,9,0.0,0.0723781388478582,0.0,0.0,96,64,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other']"
com.baviux.pillreminder,362,180.0,377.33333333333337,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",11,1,0.0,0.9015625,0.0,0.0,80,79,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Checkbox', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Checkbox', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.bestfolo.apps,554,789.3333333333334,698.6666666666666,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",9,1,0.0,0.9015625,0.0,0.0,17,16,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Input', 'TextButton', 'Other', 'Other']"
com.bestringtonesapps.motorcyclesounds,375,700.0,84.0,"[267, 0, 1241, 168]",TextButton,False,6,3,"['Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'TextButton', 'TextButton']",12,5,0.0,0.0,0.0125,0.0125,78,3,"['TextButton', 'TextButton', 'TextButton']"
com.bodybuilding.mobile,1265,760.0,182.66666666666663,"[0, 84, 1440, 2392]",Other,False,5,5,"['Other', 'Other', 'Other', 'Other', 'Other']","['Other', 'Other', 'Other', 'Other', 'Other']",19,4,0.0,0.0,0.0,0.0,213,208,"['Other', 'Other', 'Other', 'Image', 'Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Image', 'Image', 'Image', 'Image', 'Image', 'Image', 'Image', 'Image', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.bookit,661,838.6666666666666,158.66666666666669,"[502, 84, 938, 252]",Image,True,6,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['TextButton', 'Image']",14,5,0.0,0.0,0.3486111111111111,0.3486111111111111,319,2,"['TextButton', 'Image']"
com.bookit,661,438.6666666666667,358.6666666666667,"[35, 305, 1405, 390]",TextButton,False,8,19,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton']",14,7,0.0279831045406547,0.0279831045406547,0.0243055555555555,0.0243055555555555,319,279,"['TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'TextButton', 'TextButton', 'TextButton', 'TextButton']"
com.bskyb.skynews.android,577,688.8,170.66666666666666,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",20,1,0.0,0.9015625,0.0,0.0,236,235,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'ListItem', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'ListItem', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'ListItem', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Card', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'WebView', 'WebView', 'WebView', 'WebView', 'Other', 'Other']"
com.by845tools.guitartapp.trial,97,389.3333333333333,604.0,"[0, 252, 1440, 2392]",WebView,True,5,2,"['Other', 'Other', 'Other', 'Other', 'WebView']","['Other', 'WebView']",7,4,0.0,0.0,0.0,0.0,19,2,"['Other', 'WebView']"
com.cg.android.babynames,52,209.33333333333331,846.6666666666667,"[0, 770, 1440, 938]",TextButton,False,12,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'ListItem', 'Other', 'TextButton']","['TextButton', 'Image']",15,11,0.0,0.0,0.0,0.0,100,2,"['TextButton', 'Image']"
com.chopracenter.meditationexperience,92,710.6666666666666,816.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",5,1,0.0,0.9015625,0.0,0.0,8,7,"['Other', 'Other', 'Other', 'Other', 'WebView', 'Other', 'Other']"
com.chrisjp.simscheats,291,265.3333333333333,634.6666666666667,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",11,1,0.0,0.9015625,0.0,0.0,32,31,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Advertisement', 'Other', 'WebView', 'WebView', 'WebView', 'WebView', 'Other', 'WebView', 'WebView', 'WebView', 'Other', 'Other']"
com.cookware.seafoodrecipes,37,181.3333333333333,197.33333333333331,"[56, 135, 366, 228]",TextButton,False,11,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton']","['TextButton', 'Other']",14,10,0.2602040816326531,0.2653061224489796,0.0388888888888888,0.6291666666666667,142,3,"['TextButton', 'Other', 'Image']"
com.coolapps.changemyvoice,172,710.6666666666666,338.6666666666667,"[310, 105, 1129, 571]",Other,False,8,5,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']","['Other', 'Other', 'Other', 'Other', 'Other']",11,7,0.0,0.0250716332378223,0.2152777777777778,0.2159722222222222,69,22,"['Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Checkbox', 'Checkbox', 'TextButton']"
com.coupons.ciapp,264,708.0,180.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",14,1,0.0,0.9015625,0.0,0.0,70,69,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Image', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'Other']"
com.crewapp.android.crew,417,609.3333333333334,910.6666666666666,"[0, 476, 1440, 2392]",ListItem,False,10,3,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'ListItem']","['ListItem', 'Other', 'Other']",14,9,0.0,0.0,0.0,0.0,152,6,"['ListItem', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.cw.seed.android,262,262.6666666666667,312.0,"[0, 0, 1440, 88]",Other,False,8,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']","['Other', 'Other']",19,7,0.0,0.965625,0.0,0.0,134,103,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'ListItem', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Advertisement', 'Other', 'WebView', 'WebView', 'WebView', 'WebView', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'TextButton', 'TextButton', 'Other']"
com.dailymotion.dailymotion,44,722.4000000000001,858.6666666666666,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",13,1,0.0,0.9015625,0.0,0.0,30,29,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Image', 'TextButton', 'Other', 'Input', 'Other', 'Other', 'Input', 'Image', 'Other', 'TextButton', 'Image', 'TextButton', 'TextButton', 'Other', 'Other']"
com.dating.mylove,797,649.3333333333334,264.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",14,1,0.0,0.9015625,0.0,0.0,58,57,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'RadioButton', 'RadioButton', 'Other', 'Other', 'Input', 'Other', 'Other', 'Input', 'TextButton', 'TextButton', 'Other', 'Input', 'Other', 'Input', 'Other', 'Other', 'RadioButton', 'RadioButton', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other']"
com.devicescape.easywifi.mpcs,110,300.0,182.66666666666663,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",13,1,0.0,0.9015625,0.0,0.0,64,63,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Checkbox', 'TextButton', 'Other', 'Other', 'Other', 'Slider', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Toolbar', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other']"
com.doapps.android.mln.MLN_8c5165635f296ffa679ce03e5d00682a,48,242.66666666666663,168.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",15,1,0.0,0.9015625,0.0,0.0,81,80,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'ListItem', 'Card', 'Other', 'Other', 'Image', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'Other', 'TextButton', 'Card', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Card', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'WebView', 'WebView', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'TextButton', 'Image', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other']"
com.droid4you.application.wallet,706,705.3333333333334,169.33333333333334,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",22,1,0.0,0.9015625,0.0,0.0,348,347,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'Image', 'Card', 'Other', 'Toolbar', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'ListItem', 'Other', 'Card', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Image', 'Image', 'Other', 'Image', 'Image', 'Image', 'Other', 'Image', 'Image', 'Image', 'Other', 'Image', 'Image', 'Image', 'Other', 'Image', 'Image', 'Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Input', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Card', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other']"
com.dustinapps.yahuu,534,197.33333333333331,161.33333333333331,"[170, 130, 379, 206]",TextButton,False,7,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'TextButton']",8,6,0.0,0.0,0.0,0.1181434599156118,30,2,"['TextButton', 'TextButton']"
com.earshot.crysis.fyp,40,456.0,184.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",12,1,0.0,0.9015625,0.0,0.0,35,34,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'TextButton', 'TextButton', 'Other', 'Image', 'Other', 'TextButton', 'TextButton', 'Other', 'Toolbar', 'TextButton', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other']"
